Unnamed: 0,Name,Actor,Genre,Directors,Maturity,Story-line,Popularity,tconst,averageRating,imdb_rank,page_rank,page_rank_int
80109194,Shooter,"Ryan Phillippe, Omar Epps, Cynthia Addai-Robinson","Series, TV Programmes based on Books, American Programmes, Crime Programmes, Action & Adventure Programmes, Drama Programmes",,16+ ,"A highly decorated ex-Marine sniper returns to action to foil an assassination plot targeting the president, but soon finds himself framed for murder.",,tt6117124,3.6,733.0,0.0019503557688909778,125.0
80113612,Fauda,"Lior Raz, Hisham Suliman, Shadi Mar'i","Series, Israeli TV Shows, Action & Adventure Programmes, Drama Programmes",,16+ ,"A top Israeli agent comes out of retirement to hunt for a Palestinian fighter he thought he'd killed, setting a chaotic chain of events into motion.",,tt4565380,8.2,98.5,0.0004387326653893627,258.0
80235864,Bodyguard,"Richard Madden, Keeley Hawes, Gina McKee","Series, Crime Programmes, British Programmes, Drama Programmes, Mystery Programmes",,16+ ,"After helping thwart a terrorist attack, a war veteran is assigned to protect a politician who was a main proponent of the very conflict he fought in.","Richard Madden (Ibiza, Game of Thrones) has the lead in this high-voltage, action-packed political thriller.",tt9044752,6.7,454.0,,
80190843,First and Last,,"Series, Documentary Programmes, American Programmes, Documentaries",,16+ ,Take an intimate look at the emotionally charged first and last days of new and soon-to-be released inmates at Georgia's Gwinnett County Jail.,,tt8893502,6.6,478.0,0.00015555083268110824,366.0
80185178,Girls Incarcerated,,"Series, Reality, Variety & Talk Shows, American Programmes",,16+ ,"At Madison Juvenile Correctional Facility in Indiana, teen girls struggle with conflict and heartbreak as they try to turn their lives around.",,tt8092942,7.4,267.0,0.00014828461082318895,372.0
80213025,The World's Most Extraordinary Homes,"Piers Taylor, Caroline Quentin","Series, Documentary Programmes, Food & Travel TV, British Programmes, Documentaries, Travel & Adventure Documentaries",,7+ ,Award-winning architect Piers Taylor and actress/property enthusiast Caroline Quentin travel the world touring beautifully unconventional homes.,,tt7804132,7.5,242.5,0.00011426278761728693,406.0
80165247,72 Dangerous Animals: Latin America,Bob Brisbane,"Series, Australian TV Programmes, Documentary Programmes, Documentaries, Science & Nature Documentaries",,13+ ,"Powerful cats, indestructible arachnids and flesh-melting pit vipers are just the beginning in this series about Latin America's deadliest creatures.",,tt7909708,6.8,429.0,6.562940925186116e-05,612.0
80025744,Sense8,"Tuppence Middleton, Brian J. Smith, Bae Doona","Series, Award-winning TV Programmes, American Programmes, Drama Programmes, Sci-Fi & Fantasy Programmes",,16+ ,"From the creators of ""The Matrix"" and ""Babylon 5"" comes this tense series in which eight people can telepathically experience each other's lives.","The creators of ""Sense8"" also created the genre-defining Matrix Trilogy and ""Babylon 5"" TV series.",tt2431438,8.4,58.0,0.002039391208722084,116.0
80124522,Maniac,"Emma Stone, Jonah Hill, Justin Theroux","Series, American Programmes, Drama Programmes, Comedy Programmes",,16+ ,Two struggling strangers connect during a mind-bending pharmaceutical trial involving a doctor with mother issues and an emotionally complex computer.,"Starring Jonah Hill and Emma Stone. From Cary Fukunaga (""True Detective"") and Patrick Somerville (""The Leftovers"").",tt5580146,8.1,120.0,0.0026471542114588544,83.0
80216752,Explained,,"Series, Documentary Programmes, American Programmes, Documentaries, Social & Cultural Documentaries",,16+ ,"This enlightening series from Vox digs into a wide range of topics such as the rise of cryptocurrency, why diets fail, and the wild world of K-pop.",,tt8005374,7.9,157.5,0.0007906313206785735,232.0
80100172,Dark,"Louis Hofmann, Oliver Masucci, Jördis Triebel","Series, German TV Programmes, Crime Programmes, Drama Programmes, Mystery Programmes, Sci-Fi & Fantasy Programmes",,16+ ,A missing child sets four families on a frantic hunt for answers as they unearth a mind-bending mystery that spans three generations.,"""Dark"" received a nomination for the Grimme Preis, Germany's most prestigious award for television programming.",tt8984816,8.3,78.0,0.002444234030143583,92.0
70300800,BoJack Horseman,"Will Arnett, Aaron Paul, Amy Sedaris","Animation, Adult Animation, Series, Award-winning TV Programmes, American Programmes, Comedy Programmes",,16+ ,"Meet the most beloved sitcom horse of the '90s, 20 years later. He’s a curmudgeon with a heart of...not quite gold...but something like gold. Copper?",Will Arnett is a horse of a different color in this animated comedy that co-stars Aaron Paul and Amy Sedaris.,tt7408270,7.3,298.5,8.603782077076426e-05,484.0
80117552,Ozark,"Jason Bateman, Laura Linney, Sofia Hublitz","Series, American Programmes, Crime Programmes, Drama Programmes",,16+ ,"A financial adviser drags his family from Chicago to the Missouri Ozarks, where he must launder $500 million in five years to appease a drug boss.","Nominated for five Emmys, including Outstanding Lead Actor in a Drama Series (Jason Bateman, who plays Marty Byrde).",tt5071412,8.4,58.0,0.001835980079170518,143.0
80202874,Always Be My Maybe,,"Comedies, Romantic Comedies, Romantic Films",,,"Everyone assumed Sasha and Marcus would wind up together except for Sasha and Marcus. Reconnecting after 15 years, the two start to wonder ... maybe?",,tt5341036,6.7,454.0,0.00313029070296088,54.0
80214552,The Defiant Ones,"Dr. Dre, Jimmy Iovine, Patti Smith","Music & Musicals, Music & Concert Documentaries, Series, Award-winning TV Programmes, Documentary Programmes, American Programmes, Documentaries, Critically-acclaimed Documentaries, Biographical Documentaries",Allen Hughes,16+ ,"Director Allen Hughes (""Menace II Society"") traces the rise of music legends Dr. Dre and Jimmy Iovine and chronicles their groundbreaking partnership.","This Grammy nominee for Best Music Film features interviews with Snoop Dogg, Ice Cube, Tom Petty, Bono and more.",tt6958022,8.7,28.5,0.00022406157164519012,315.0
80141782,Hip-Hop Evolution,Shad Kabango,"Music & Musicals, Music & Concert Documentaries, Series, Canadian TV Programmes, Award-winning TV Programmes, Documentary Programmes, Documentaries, Critically-acclaimed Documentaries, Social & Cultural Documentaries",,16+ ,"Interviews with influential MCs, DJs and moguls trace the genre's dynamic evolution from the 1970s through the 1990s in this documentary series.","Hosted by rapper and broadcaster Shad, this documentary series won a Peabody Award and an International Emmy.",tt6319696,8.3,78.0,5.865788594424625e-05,710.0
80144145,The After Party,"Kyle Harvey, Harrison Holzer, Teyana Taylor","Hollywood Films, Comedies",Ian Edelman,16+ ,An aspiring rapper and his best friend/manager have one night to bounce back from embarrassment and make their dreams of hip-hop stardom come true.,"This coming-of-age comedy features cameos by Wiz Khalifa, French Montana, Pusha T, DMX, DJ Khaled, Desiigner and more.",tt5942214,8.0,139.0,7.32244958652723e-05,550.0
80117545,American Vandal,"Tyler Alvarez, Griffin Gluck, Jimmy Tatro","Series, American Programmes, Teen Programmes, Crime Programmes, Comedy Programmes",,16+ ,"In the wake of their first documentary's success, Peter and Sam seek a new case and settle on a stomach-churning mystery at a Washington high school.",This true crime satire from the minds behind comedy site Funny or Die earned an Emmy nomination and a Peabody Award.,tt6877772,8.2,98.5,4.490202660123503e-05,1305.0
80223371,The Guernsey Literary and Potato Peel Pie Society,"Lily James, Michiel Huisman, Penelope Wilton","Hollywood Films, Dramas, Dramas based on a book, Romantic Dramas, Romantic Films, Romantic Films based on a book",Mike Newell,13+ ,A London writer bonds with the colorful residents of Guernsey as she learns about the book club they formed during the WWII German occupation.,"Based on the best-selling novel, this drama stars Lily James (""Downton Abbey"") and Michiel Huisman (""Game of Thrones"").",tt1289403,7.4,267.0,0.0003827029544634787,272.0
80017537,Grace and Frankie,"Jane Fonda, Lily Tomlin, Martin Sheen","Series, American Programmes, Drama Programmes, Comedy Programmes",,16+ ,"They’re not friends, but when their husbands leave them for each other, proper Grace and eccentric Frankie begin to bond in this Emmy-nominated series.",Lily Tomlin has earned four Emmy nominations and a Golden Globe nomination for her role in this comedy series.,tt3609352,8.3,78.0,0.00011270353450413722,408.0
70178217,House of Cards,"Robin Wright, Michael Kelly, Diane Lane","Series, Award-winning TV Programmes, TV Programmes based on Books, American Programmes, Drama Programmes",,16+ ,"A ruthless politician will stop at nothing to conquer Washington, D.C., in this Emmy and Golden Globe-winning political drama.",Robin Wright and Kevin Spacey won Golden Globes; director David Fincher and guest actor Reg E. Cathey won Emmys.,tt5720876,9.0,14.0,0.003117174497768106,56.0
70285581,Outlander,"Caitriona Balfe, Sam Heughan, Tobias Menzies","Series, Award-winning TV Programmes, TV Programmes based on Books, American Programmes, Romance Programmes, Action & Adventure Programmes, Drama Programmes, Sci-Fi & Fantasy Programmes, Romantic Favourites",,16+ ,This epic tale adapted from Diana Gabaldon's popular series of fantasy-romance novels focuses on the drama of two time-crossed lovers.,"This romantic odyssey earned three Golden Globe nods and won ""Most Bingeworthy Show"" at the Critics' Choice TV Awards.",tt5458212,8.2,98.5,0.00010167710401816651,440.0
80986885,Operation Finale,"Oscar Isaac, Ben Kingsley, Lior Raz","Hollywood Films, Dramas, Biographical Dramas, Dramas based on real life, Thrillers, Spy Thrillers",Chris Weitz,16+ ,"In 1960, Israeli spies undertake a daring mission to capture notorious Nazi war criminal Adolf Eichmann and bring him to justice. Based on real events.","Academy Award winner Ben Kingsley goes head-to-head with Oscar Isaac, who stars as real-life Mossad agent Peter Malkin.",tt8888814,8.4,58.0,0.0015936063821237192,180.0
80196586,Gaga: Five Foot Two,Lady Gaga,"Music & Musicals, Rock & Pop, Music & Concert Documentaries, Documentaries, Biographical Documentaries",Chris Moukarbel,16+ ,"Follow pop provocateur Lady Gaga as she releases a new album, preps for her Super Bowl halftime show, and confronts physical and emotional struggles.","The multiplatinum singer-songwriter has six Grammy Awards and won a Golden Globe for her turn in ""American Horror Story.""",tt7291268,7.1,357.5,9.471211079294254e-05,456.0
80119411,Alias Grace,"Sarah Gadon, Edward Holcroft, Paul Gross","Period Pieces, Series, Canadian TV Programmes, Award-winning TV Programmes, TV Programmes based on Books, Crime Programmes, Drama Programmes",,16+ ,"In 19th-century Canada, a psychiatrist weighs whether a murderess should be pardoned due to insanity. Based on Margaret Atwood's award-winning novel.","Showrunner Sarah Polley spent 20 years adapting Atwood's book, a dark tale inspired by true events. Mary Harron directs.",tt1034007,7.9,157.5,0.00013555032472486848,379.0
80222951,Leila,,"Series, Hindi-Language TV Programmes, Indian Programmes, Drama Programmes",,,"In the forgotten margins of the segregated communities of a dystopian future, a woman searches for the daughter she lost upon her arrest years ago.",,tt1745932,5.3,672.5,,
80992039,Two Catalonias,,"International Films, Spanish Films, Documentaries, Political Documentaries","Álvaro Longoria, Gerardo Olivares",13+ ,Representatives from both the Catalonian and Spanish societies speak about the complexities of Catalonia's politics and the independentist movement.,"Co-director Álvaro Longoria's 2012 film ""Sons of the Clouds"" won a Goya for Best Documentary.",tt8893608,6.5,499.5,,
80991809,Time Share,"Luis Gerardo Méndez, Miguel Rodarte, R.J. Mitte","Critically-acclaimed Films, International Films, Latin American Films, Award-winning Films, Dramas, Thrillers, Psychological Thrillers",Sebastián Hofmann,13+ ,Husband and father Pedro becomes increasingly suspicious that a series of mishaps at a resort during a family vacation are part of a sinister plan.,Won a Special Jury Prize for screenwriting at Sundance and two Ariel Awards from the Mexican Academy of Film.,tt6323312,7.7,203.5,,
80144454,Layla M.,"Nora El Koussour, Ilias Addab, Mohammed Azaay","International Films, Dramas, Social Issue Dramas",Mijke de Jong,16+ ,"In response to the repeated bigotry she faces, a Muslim teen in Amsterdam tries to find a sense of belonging in the world of fundamentalist Islam.",This Dutch drama was selected as the Netherlands' entry for Best Foreign Language Film at the 90th Academy Awards.,tt5712152,6.7,454.0,0.00021006913769009488,324.0
80067522,First They Killed My Father,"Sreymoch Sareum, Kompheak Phoeung, Socheata Sveng","Hollywood Films, Critically-acclaimed Films, Award-winning Films, Dramas, Biographical Dramas, Dramas based on real life, Military Dramas",Angelina Jolie,16+ ,A 5-year-old girl embarks on a harrowing quest for survival amid the sudden rise and terrifying reign of the Khmer Rouge in Cambodia.,Angelina Jolie directs this unflinching true story based on the acclaimed book by Loung Ung.,tt4882376,7.2,327.0,0.0001349081435140033,380.0
80188120,The Angel,"Marwan Kenzari, Hannah Ware, Toby Kebbell","British Films, Dramas, Biographical Dramas, Dramas based on a book, Dramas based on real life, Political Dramas, Thrillers, Political Thrillers, Spy Thrillers",Ariel Vromen,16+ ,"As his country prepares for war, top Egyptian official Ashraf Marwan makes contact with Israel and wades into a shadowy game of high-stakes espionage.",,tt5968274,6.6,478.0,0.0018816415543025304,136.0
80239503,Mo Amer: The Vagabond,Mo Amer,"Stand-up & Chat Shows, Comedies, Stand-up Comedy",Stan Lathan,16+ ,"Arab-American comedian Mo Amer recounts his life as a refugee comic, from traveling with the name Mohammed to his long path to citizenship.",,tt9060526,7.1,357.5,,
80183328,The Week Of,"Adam Sandler, Chris Rock, Steve Buscemi","Hollywood Films, Comedies",Robert Smigel,13+ ,Two fathers with clashing views about their children's upcoming wedding struggle to keep it together during the chaotic week before the big day.,"""SNL"" alums Adam Sandler, Chris Rock and Rachel Dratch are joined by Steve Buscemi in Robert Smigel's wedding comedy.",tt6821012,5.1,686.5,0.0002798173583227759,296.0
80134826,Jo Koy: Live from Seattle,Jo Koy,"Stand-up & Chat Shows, Comedies, Stand-up Comedy",Shannon Hartman,16+ ,"Between raising a teenage boy and growing up with a Filipino mother, stand-up comic Jo Koy has been through a lot. He's here to tell you all about it.",,tt6720442,6.7,454.0,6.44651705230344e-05,633.0
80179433,Maz Jobrani: Immigrant,Maz Jobrani,"Stand-up & Chat Shows, Comedies, Stand-up Comedy",Maz Jobrani,13+ ,"Iranian American comic Maz Jobrani lights up the Kennedy Center with riffs on immigrant life in the Trump era, modern parenting pitfalls and more.","A prolific comedian and core member of the ""Axis of Evil"" tour, Jobrani has also acted in dozens of films and TV shows.",tt7164714,6.6,478.0,0.0001679768861782572,357.0
80158670,Jeff Dunham: Relative Disaster,Jeff Dunham,"Stand-up & Chat Shows, Comedies, Stand-up Comedy",Michael Simon,16+ ,Ventriloquist Jeff Dunham brings his rude and slightly demented posse of puppets to Ireland for a gleeful skewering of family and politics.,,tt7364706,6.3,547.0,7.886263704035416e-05,519.0
80134969,Trevor Noah: Afraid of the Dark,Trevor Noah,"Stand-up & Chat Shows, Comedies, Stand-up Comedy",David Paul Meyer,16+ ,"The ""Daily Show"" host ponders the perils of naming countries, how traffic lights turn New Yorkers invincible and why you shouldn't drink in Scotland.",,tt6562866,7.0,388.0,0.0002182688189815811,320.0
80134781,Hasan Minhaj: Homecoming King,Hasan Minhaj,"Stand-up & Chat Shows, Comedies, Stand-up Comedy",Christopher Storer,16+ ,"Comic Hasan Minhaj of ""The Daily Show"" shares personal stories about racism, immigrant parents, prom night horrors and more in this stand-up special.","A senior correspondent on ""The Daily Show,"" Minhaj added to his critical accolades with a 2018 Peabody Award for this special.",tt6900644,8.2,98.5,0.0002617390608751216,301.0
80195429,Harith Iskander: I Told You So,Harith Iskander,"Stand-up & Chat Shows, Comedies, Stand-up Comedy",Michael McKay,13+ ,"Malaysian stand-up comedy icon Harith Iskander takes the stage in Kuala Lumpur to talk about Singapore, a past girlfriend, Rick Astley and more.",,tt7902184,4.5,713.5,5.429553095742683e-05,828.0
80106793,Handsome: A Netflix Mystery Movie,"Jeff Garlin, Natasha Lyonne, Amy Sedaris","Hollywood Films, Comedies, Wacky Comedies, Dark Comedies, Spoofs & Satires, Mysteries",Jeff Garlin,16+ ,Homicide detective Gene Handsome sets out to solve a woman's murder while searching for clues about what's missing from his personal life.,"In addition to playing the title role, Jeff Garlin (""Curb Your Enthusiasm"") directed and co-wrote the screenplay.",tt5809020,5.3,672.5,6.908228695041814e-05,589.0
80998905,Sick Note,"Rupert Grint, Nick Frost, Don Johnson","Series, British Programmes, Comedy Programmes",,16+ ,"After slacker Daniel Glass is misdiagnosed with cancer, his lies lead him into an absurd web of fraud, blackmail, suspicion and misadventure.",Rupert Grint and Nick Frost star in this madcap black comedy series that also features Don Johnson and Lindsay Lohan.,tt5770788,6.3,547.0,,
80994108,Sisters,"Lucy Durack, Antonia Prebble, Maria Angelico","Series, Australian TV Programmes, Drama Programmes, Comedy Programmes",,16+ ,Her dad's deathbed confession leads Julia to discover she has more than 100 brothers and two sisters: troubled TV star Roxy and uptight lawyer Edie.,"Lucy Durack (""The Letdown""), Dan Spielman (""The Code"") and Magda Szubanski
(""Kath & Kim"") star. From the makers of ""Offspring.""",tt8462056,7.0,388.0,9.191000719393037e-05,464.0
80077977,The Ranch,"Ashton Kutcher, Sam Elliott, Debra Winger","Series, Award-winning TV Programmes, American Programmes, Comedy Programmes",,16+ ,"Being a pro athlete didn't pan out for Colt. Now he's helping his dad and brother keep the ranch afloat, and figuring out how he fits into the family.",Ashton Kutcher stars with Golden Globe nominee Sam Elliott in this comedy set on a ranch.,tt6041688,7.7,203.5,9.939561231610959e-05,447.0
80117540,Atypical,"Jennifer Jason Leigh, Keir Gilchrist, Michael Rapaport","Series, American Programmes, Teen Programmes, Drama Programmes, Comedy Programmes",,13+ ,"When a teen on the autism spectrum decides to get a girlfriend, his bid for more independence puts his whole family on a path of self-discovery.","Jennifer Jason Leigh and Michael Rapaport star in this comedy-drama created by Robia Rashid (""How I Met Your Mother"").",tt6315640,8.4,58.0,0.0004570256466484194,253.0
80205593,1983,"Robert Więckiewicz, Maciej Musiał, Michalina Olszańska","Series, Polish TV Shows, Crime Programmes, Drama Programmes, Mystery Programmes",,16+ ,"In this dark alt-history thriller, a naïve law student and a world-weary detective uncover a conspiracy that has tyrannized Poland for decades.",,tt7015980,8.0,139.0,0.002244552966127439,98.0
80183329,Aditi Mittal: Things They Wouldn't Let Me Say,Aditi Mittal,"Stand-up & Chat Shows, Comedies, Stand-up Comedy",Fazila Allana,16+ ,"Trailblazing comic Aditi Mittal mixes topical stand-up with frank talk about being single, wearing thongs and the awkwardness of Indian movie ratings.",Aditi Mittal left a job in the corporate world to become one of the first female stand-up comics in India.,tt7127976,4.3,718.5,0.001739683887514256,154.0
80213657,Hari Kondabolu: Warn Your Relatives,Hari Kondabolu,"Stand-up & Chat Shows, Comedies, Stand-up Comedy",Bobcat Goldthwait,16+ ,"Hari Kondabolu breaks down identity politics, celebrity encounters, his mango obsession and more in an unpredictable stand-up comedy special.",,tt8342748,6.5,499.5,0.00011708956546838237,398.0
80217826,Kavin Jay: Everybody Calm Down!,Kavin Jay,"Stand-up & Chat Shows, Comedies, Stand-up Comedy",Michael McKay,16+ ,"On a mission to defy stereotypes, Malaysian stand-up comedian Kavin Jay shares stories about growing up in the VHS era with his Singapore audience.",,tt7924764,5.6,651.0,3.2908738458594496e-05,2754.0
80175694,Mudbound,"Carey Mulligan, Jason Clarke, Mary J. Blige","Critically-acclaimed Films, Award-winning Films, Dramas, Dramas based on a book, Independent Dramas, Social Issue Dramas, Independent Films",Dee Rees,16+ ,"Two Mississippi families -- one black, one white -- confront the brutal realities of prejudice, farming and friendship in a divided World War II era.","Nominated for four Oscars, including Best Supporting Actress (Mary J. Blige), Best Screenplay and Best Cinematography.",tt2396589,7.4,267.0,0.0001241451760762532,389.0
80094648,I Am the Pretty Thing That Lives in the House,"Ruth Wilson, Bob Balaban, Lucy Boynton","Thrillers, Mind Game Thrillers, Mysteries, Psychological Thrillers, Horror Films",Osgood Perkins,16+ ,A nervous nurse who scares easily finds herself caring for an ailing horror novelist while living in a house with hidden secrets.,,tt5059406,4.6,708.5,6.528788099409215e-05,618.0
80149395,The Alienist,"Daniel Brühl, Luke Evans, Dakota Fanning","Period Pieces, Series, Award-winning TV Programmes, TV Programmes based on Books, American Programmes, Crime Programmes, Drama Programmes, Mystery Programmes",Jakob Verbruggen,16+ ,"In 1896 New York City, psychologist Laszlo Kreizler is enlisted by Police Commissioner Theodore Roosevelt to catch a killer preying on homeless boys.","Based on Caleb Carr's best-selling 1994 novel, whose story continues in his 1997 sequel ""The Angel of Darkness.""",tt4604612,7.8,180.0,0.00042338204831733975,263.0
80206300,Annihilation,"Natalie Portman, Jennifer Jason Leigh, Gina Rodriguez","Hollywood Films, Critically-acclaimed Films, Horror Films, Sci-Fi & Fantasy, Sci-Fi Horror Films",Alex Garland,16+ ,"When her husband vanishes during a secret mission, biologist Lena joins an expedition into a mysterious region sealed off by the U.S. government.","""Annihilation"" is from filmmaker Alex Garland, previously the writer and director of ""Ex Machina.""",tt8110862,8.4,58.0,0.0001830180701592746,346.0
80157072,Hold the Dark,"Jeffrey Wright, Alexander Skarsgård, James Badge Dale","Hollywood Films, Crime Films, Crime Dramas, Action & Adventure, Action Thrillers, Crime Action & Adventure, Dramas, Dramas based on a book",Jeremy Saulnier,16+ ,"In the grim Alaskan winter, a naturalist hunts for wolves blamed for killing a local boy, but he soon finds himself swept into a chilling mystery.",,tt5057140,5.7,640.5,0.0018882784186379348,134.0
80053653,Scream,"Willa Fitzgerald, Bex Taylor-Klaus, John Karna","Series, American Programmes, Teen Programmes, Horror Programmes, Mystery Programmes",,16+ ,"In this new TV series sequel to the classic horror franchise, a cyberbullying incident in Lakewood leads to a murder with chilling echoes of the past.","Horror master Wes Craven, director of the ""Scream"" movie franchise, was an executive producer on this series.",tt7926760,8.4,58.0,0.00015761856231457717,365.0
80037657,The Returned,"Kevin Alejandro, Agnes Bruckner, India Ennenga","Series, American Programmes, Drama Programmes, Horror Programmes, Mystery Programmes",,16+ ,Several people come back to their home town in the same week after they've been dead for years in this eerie dramatic series.,"Co-creator of ""Lost"" Carlton Cuse developed this American version of the French TV series.",tt5964040,8.2,98.5,0.0001976259909371553,336.0
80115676,Hot Girls Wanted: Turned On,,"Series, Documentary Programmes, American Programmes, Documentaries","Jill Bauer, Ronna Gradus, Rashida Jones",18+ ,"Personal stories reveal how the intersection of sex, technology and intimate relationships is rewiring us in fundamental ways.","Producers Jill Bauer, Ronna Gradus and Rashida Jones received an Emmy nomination for the original ""Hot Girls Wanted.""",tt6333104,6.7,454.0,0.00022523827255533537,312.0
80176212,Voyeur,Gay Talese,"Documentaries, Social & Cultural Documentaries","Myles Kane, Josh Koury",16+ ,Legendary journalist Gay Talese unmasks a motel owner who spied on his guests for decades. But his bombshell story soon becomes a scandal of its own.,,tt7588790,6.2,571.0,0.00021894831260406674,319.0
80095699,Easy,"Aubrey Plaza, Judy Greer, Jane Adams","Series, American Programmes, Comedy Programmes",,16+ ,"This eclectic, star-studded anthology follows diverse Chicagoans fumbling through the modern maze of love, sex, technology and culture.","Prolific indie filmmaker Joe Swanberg also directed Jake Johnson and Orlando Bloom in the drama ""Digging for Fire.""",tt5562056,6.8,429.0,0.00010123766318101967,442.0
80095411,Gypsy,"Naomi Watts, Billy Crudup, Sophie Cookson","Series, American Programmes, Drama Programmes",,16+ ,Therapist Jean Holloway develops dangerous and intimate relationships with the people in her patients' lives in this simmering psychological thriller.,Academy Award nominee Naomi Watts serves as both star and executive producer on this sultry series.,tt5503718,7.0,388.0,0.0001163629542768589,400.0
80117485,Friends from College,"Keegan-Michael Key, Cobie Smulders, Billy Eichner","Series, American Programmes, Romance Programmes, Comedy Programmes",,16+ ,"Twenty years after graduation, a tight-knit group of college friends reconnects and discovers that love hasn't gotten easier with age.","Keegan-Michael Key, Cobie Smulders, Fred Savage and Billy Eichner head up an impressive cast.",tt5565334,6.6,478.0,8.554641557120779e-05,489.0
80211465,Wanderlust,"Toni Collette, Steven Mackintosh, Zawe Ashton","Series, Romance Programmes, British Programmes, Drama Programmes, Comedy Programmes",,16+ ,"Unable to revive their fading sex life after many years of marriage, a therapist and her husband decide to start dating other people.","Oscar nominee Toni Collette (""The Sixth Sense"") stars in this thoughtful portrayal of a marriage at a crossroads.",tt7608238,6.6,478.0,0.0010777515014485602,227.0
80026506,Love,"Gillian Jacobs, Paul Rust, Claudia O'Doherty","Series, American Programmes, Romance Programmes, Drama Programmes, Comedy Programmes",,16+ ,Rebellious Mickey and good-natured Gus navigate the thrills and agonies of modern relationships in this bold comedy co-created by Judd Apatow.,"Judd Apatow has built a comedy empire with hits like ""Knocked Up,"" ""The 40-Year-Old Virgin"" and ""Trainwreck.""",tt8483900,6.5,499.5,0.00010068354249597602,445.0
80177342,Good Girls,"Christina Hendricks, Retta, Mae Whitman","Series, American Programmes, Crime Programmes, Drama Programmes, Comedy Programmes",,13+ ,Three suburban moms orchestrate a local grocery store heist to escape financial ruin and establish independence -- together.,,tt6474378,7.9,157.5,0.0003273447587508575,281.0
80218656,Ravenous,"Marc-André Grondin, Monia Chokri, Charlotte St-Martin","Critically-acclaimed Films, Award-winning Films, Horror Films",Robin Aubert,16+ ,"As a zombie plague ravages their rural Quebec town, a scrappy band of survivors join forces to flee the infected hordes in this quiet thriller.",,tt2706124,4.8,699.0,7.23471570252613e-05,560.0
80167481,How It Ends,"Theo James, Forest Whitaker, Kat Graham","Hollywood Films, Action & Adventure, Action Thrillers, Sci-Fi Thrillers, Sci-Fi & Fantasy, Action Sci-Fi & Fantasy",David M. Rosenthal,16+ ,"When a mysterious disaster turns the country into a war zone, a young lawyer heads west with his future father-in-law to find his pregnant fiancée.","Theo James (""Divergent"") and Oscar winner Forest Whitaker star in this apocalyptic action thriller.",tt5251976,7.9,157.5,0.00022839002883170848,310.0
80168189,Alex Strangelove,"Daniel Doheny, Madeline Weinstein, Antonio Marziale","Teen Films, Teen Romance, Comedies, Romantic Comedies, Dramas, Independent Dramas, Romantic Dramas, Independent Films, Independent Comedies, Romantic Independent Films, Romantic Films",Craig Johnson,16+ ,High school senior Alex Truelove's plan to lose his virginity to lovable girlfriend Claire goes awry when he meets the equally lovable Elliot.,,tt5688996,6.4,521.0,0.00015224394324474055,368.0
80117531,When We First Met,"Adam DeVine, Alexandra Daddario, Shelley Hennig","Hollywood Films, Comedies, Romantic Comedies, Romantic Films",Ari Sandel,13+ ,"Using a magical photo booth that sends him back in time, Noah relives the night he met Avery over and over, trying to persuade her to fall for him.",Adam Devine pursues Alexandra Daddario in this romantic comedy that also features Robbie Amell.,tt5783956,6.4,521.0,0.00020355903350380639,332.0
80184625,Irreplaceable You,"Gugu Mbatha-Raw, Michiel Huisman, Christopher Walken","Hollywood Films, Dramas, Romantic Dramas, Romantic Films",Stephanie Laing,13+ ,"A stunning cancer diagnosis spurs Abbie to seek a future girlfriend for fiancé and childhood sweetheart Sam, who's clueless when it comes to dating.",,tt6119856,6.4,521.0,9.927327627890252e-05,448.0
80057691,XOXO,"Sarah Hyland, Graham Phillips, Chris D'Elia","Hollywood Films, Dramas",Christopher Louie,16+ ,"The lives of a budding DJ, his loyal pal, a hopeless romantic, a jaded has-been and a troubled couple intersect at an electronic dance music festival.","Co-producer Pete Tong is a dance music DJ and BBC Radio 1 host, and was a music supervisor for ""24 Hour Party People.""",tt5250818,7.1,357.5,0.0001075646409035469,425.0
80077402,Mercy,"James Wolk, Caitlin Fitzgerald, Tom Lipinski","Hollywood Films, Dramas, Thrillers",Chris Sparling,16+ ,Two brothers clash with their half-siblings when a visit home to see their dying mother surfaces old secrets and becomes a fight for survival.,,tt7841694,9.0,14.0,7.054316361206654e-05,575.0
80064459,Rebirth,"Fran Kranz, Adam Goldberg, Nicky Whelan","Hollywood Films, Dramas, Thrillers, Mind Game Thrillers, Psychological Thrillers",Karl Mueller,16+ ,"Long-lost buddy Zack gets suburban dad Kyle on a bus to a Rebirth seminar, sending him down a rabbit hole of psychodrama, seduction and violence.",,tt7971898,7.6,224.0,7.333328622758858e-05,549.0
80093198,Tallulah,"Ellen Page, Allison Janney, Tammy Blanchard","Dramas, Independent Dramas, Independent Films",Sian Heder,16+ ,"While searching for her ex-boyfriend, a young drifter impulsively kidnaps a baby from a neglectful mother and pretends the child is her own.","This debut film from ""Orange Is the New Black"" writer Sian Heder reunites ""Juno"" co-stars Ellen Page and Allison Janney.",tt1639084,6.7,454.0,0.00011650459592697871,399.0
80103734,Shimmer Lake,"Benjamin Walker, Rainn Wilson, Rob Corddry","Crime Films, Crime Dramas, Dramas, Independent Dramas, Thrillers, Crime Thrillers, Independent Thrillers, Mysteries, Independent Films",Oren Uziel,16+ ,"Unfolding in reverse time, this darkly comic crime thriller follows a local sheriff hunting three bank robbery suspects, one of whom is his brother.",,tt1386691,6.2,571.0,6.562596844459064e-05,613.0
