Unnamed: 0,Name,Actor,Genre,Directors,Maturity,Story-line,Popularity,tconst,averageRating,imdb_rank,page_rank,page_rank_int
80115328,Sacred Games,"Saif Ali Khan, Nawazuddin Siddiqui, Radhika Apte","Series, TV Programmes based on Books, Hindi-Language TV Programmes, Indian Programmes, Crime Programmes, Drama Programmes, Mystery Programmes","Vikramaditya Motwane, Anurag Kashyap",18+ ,"A link in their pasts leads an honest cop to a fugitive gang boss, whose cryptic warning spurs the officer on a quest to save Mumbai from cataclysm.",Bollywood icons Saif Ali Khan and Nawazuddin Siddiqui star in this dark thriller series based on Vikram Chandra's novel.,tt6077448,9.0,14.0,0.027656370757075107,5.0
80991033,Lust Stories,"Vicky Kaushal, Bhumi Pednekar, Radhika Apte","Critically-acclaimed Films, Indian Films, Hindi-Language Films, Romantic Indian Films, Bollywood Films, Comedies, Romantic Comedies, Dramas, Romantic Dramas, Romantic Films, Romantic Favourites","Zoya Akhtar, Karan Johar, Dibakar Banerjee, Anurag Kashyap",16+ ,"In the companion to 2013's ""Bombay Talkies,"" four short films by four of India's biggest directors explore love, sex and relationships in modern India.","These four shorts were directed by Indian filmmaking icons Karan Johar, Zoya Akhtar, Dibakar Banerjee and Anurag Kashyap.",tt8439854,6.6,478.0,0.027593851609239013,6.0
81011159,Little Things,"Dhruv Sehgal, Mithila Palkar","Series, Hindi-Language TV Programmes, Indian Programmes, Romance Programmes, Drama Programmes, Comedy Programmes",,16+ ,"A cohabiting couple in their 20s navigate the ups and downs of work, modern-day relationships and finding themselves in contemporary Mumbai.",,tt6522580,8.3,78.0,0.0028440450036266588,75.0
80992995,Brij Mohan Amar Rahe,"Arjun Mathur, Nidhi Singh, Manav Vij","Indian Films, Hindi-Language Films, Crime Films, Crime Dramas, Crime Comedies, Comedies, Dark Comedies, Dramas",Nikhil Nagesh Bhat,16+ ,Faking his death to escape the realities of his uneventful life worked out well for Brij Mohan -- until he was sentenced to death for his own murder.,"Arjun Mathur, who plays Brij, can also be seen in the series ""Indian Summers"" as violent nationalist Naresh Banerjee.",tt6514010,7.1,357.5,0.004534157737142329,18.0
80025172,Narcos,"Wagner Moura, Pedro Pascal, Boyd Holbrook","Series, American Programmes, Crime Programmes, Action & Adventure Programmes, Drama Programmes",,16+ ,The true story of Colombia's infamously violent and powerful drug cartels fuels this gritty gangster drama series.,Won Best TV Drama Series and Best TV Ensemble Cast at Mexico's 2017 Fénix Awards.,tt2707408,8.8,24.5,0.029504512190763936,2.0
80227304,Love Per Square Foot,"Vicky Kaushal, Angira Dhar, Alankrita Sahai","Indian Films, Hindi-Language Films, Romantic Indian Films, Bollywood Films, Comedies, Romantic Comedies, Romantic Films",Anand Tiwari,13+ ,"Individually, bank employees Sanjay and Karina don't earn enough to be able to buy a home, so they decide to enter into a marriage of convenience.",,tt7853242,7.3,298.5,0.0275717158732678,7.0
80190279,The Indian Detective,"Russell Peters, Anupam Kher, Christina Cole","Series, Canadian TV Programmes, Crime Programmes, Drama Programmes, Mystery Programmes, Comedy Programmes",,13+ ,"In this crime dramedy, a suspended Canadian cop visits his father in Mumbai and assists in investigating a huge criminal operation with links to home.",,tt5797220,6.6,478.0,0.0031644187318834965,53.0
80128722,Gerald's Game,"Carla Gugino, Bruce Greenwood, Henry Thomas","Hollywood Films, Critically-acclaimed Films, Thrillers, Psychological Thrillers, Horror Films",Mike Flanagan,16+ ,"When her husband's sex game goes wrong, Jessie -- handcuffed to a bed in a remote lake house -- faces warped visions, dark secrets and a dire choice.","Based on a novel by Stephen King, this claustrophobic thriller stars Carla Gugino and Bruce Greenwood.",tt7452790,7.3,298.5,8.79111797276434e-05,479.0
80104198,Lost in Space,"Molly Parker, Toby Stephens, Maxwell Jenkins","Series, American Programmes, Action & Adventure Programmes, Drama Programmes, Sci-Fi & Fantasy Programmes",,7+ ,"After crash-landing on an alien planet, the Robinson family fights against all odds to survive and escape. But they're surrounded by hidden dangers.","This reboot of the iconic show stars Molly Parker (""House of Cards""), Toby Stephens (""Black Sails"") and Parker Posey.",tt5232792,7.2,327.0,0.0018078441126568854,145.0
80117470,13 Reasons Why,"Dylan Minnette, Katherine Langford, Kate Walsh","Series, TV Programmes based on Books, American Programmes, Teen Programmes, Crime Programmes, Drama Programmes, Mystery Programmes",,16+ ,Why did Hannah Baker take her own life? Her classmates all have secrets ... and the truth is about to come out.,Katherine Langford received a Golden Globe nod for her role in this series based on Jay Asher's best-selling novel.,tt1837492,8.1,120.0,0.029548620761339357,1.0
80244780,Black Moon,,"Series, Italian TV Programmes, Drama Programmes",,,"In 17th century Italy, a teenage midwife accused of witchcraft must choose between a star-crossed love and fulfilling her powerful destiny.",,tt6242068,8.5,43.5,0.005612416207114302,12.0
80231903,In the Shadow of the Moon,,"International Films, Thrillers, Sci-Fi Thrillers, Sci-Fi & Fantasy",,,A Chicago detective leads the hunt for an elusive serial killer whose crimes are timed to the lunar cycle in this sleek sci-fi thriller.,,tt0925248,8.1,120.0,0.0023297044391693525,95.0
80189648,Hyperdrive,,"Series, Reality, Variety & Talk Shows, American Programmes",,,Daring drivers from around the globe compete for glory as they race through one of the largest automotive obstacle courses ever constructed.,,tt0481449,6.6,478.0,0.002907827368782815,68.0
80236236,Another Life,,"Series, British Programmes, Drama Programmes, Sci-Fi & Fantasy Programmes",,,Astronaut Niko Breckenridge and her young crew face unimaginable danger as they go on a high-risk mission to explore the genesis of an alien artifact.,,tt3467308,6.2,571.0,0.0022209678232150173,102.0
80190931,Ghost Wars,"Avan Jogia, Kim Coates, Vincent D'Onofrio","Series, Canadian TV Programmes, Horror Programmes",,16+ ,Local outcast Roman Mercer must harness his repressed psychic powers to save his remote Alaskan town from paranormal forces.,,tt6856484,6.4,521.0,0.0002015474731321855,334.0
80145240,Wild Wild Country,,"Series, Award-winning TV Programmes, Documentary Programmes, American Programmes, Crime Programmes, Crime Documentaries, Documentaries, Critically-acclaimed Documentaries, True Crime Documentaries",,16+ ,"When a controversial cult leader builds a utopian city in the Oregon desert, conflict with the locals escalates into a national scandal.",This captivating tale of a utopia gone awry won an Emmy Award for Outstanding Documentary Series.,tt7768848,8.3,78.0,0.0031966087004546622,52.0
80195378,Haunted,,"Series, Reality, Variety & Talk Shows, American Programmes, Horror Programmes",,16+ ,"Real people sit down with friends and family to share terrifying true stories from their past, re-created through chilling re-enactments.",,tt9077192,4.7,703.5,,
80993095,Chopsticks,,"Hindi-Language Films, Dramas",,,A gifted but insecure woman is in for a transformative experience when she enlists an enigmatic con to help recover her stolen car from a Mumbai thug.,,tt4656446,7.3,298.5,,
80189898,Osmosis,,"Series, French TV Programmes, Drama Programmes",,,"In Paris of the near future, a dating app matches singles with their soul mates by mining their brain data. But decoding true love comes at a price.",,tt6381920,6.0,606.0,0.002524268749610044,91.0
80218200,Titans,,"Series, TV Programmes based on Comics, American Programmes, Crime Programmes, Action & Adventure Programmes, Sci-Fi & Fantasy Programmes",,,"Led by Batman's former protégé Robin, a group of teen heroes forms to fight crime while wrestling with their inner demons.",,tt7224638,8.4,58.0,,
80219707,Dead to Me,,"Series, American Programmes, Comedy Programmes",,,A powerful friendship blossoms between a tightly wound widow and a free spirit with a shocking secret in this darkly comic series.,,tt5580074,8.4,58.0,0.002817653513394656,77.0
80210361,Chambers,,"Series, American Programmes",,,"Consumed by the mystery surrounding the donor heart that saved her life, a young patient starts taking on sinister characteristics of the deceased.",,tt0249285,6.2,571.0,0.0014386232837006175,202.0
80209746,Revenge,"Matilda Lutz, Kevin Janssens, Vincent Colombe","Critically-acclaimed Films, International Films, French Films, Crime Films, Action & Adventure, Action Thrillers, Crime Action & Adventure",Coralie Fargeat,16+ ,A woman left for dead in the desert after a harrowing assault embarks on a brutal and bloody quest for revenge against the three men who betrayed her.,,tt8815444,8.7,28.5,0.00011830506657712992,396.0
80164456,The Babysitter,"Samara Weaving, Hana Mae Lee, Judah Lewis","Hollywood Films, Comedies, Dark Comedies, Horror Films, Horror Comedy",McG,16+ ,"When Cole stays up past his bedtime, he discovers that his hot babysitter is part of a satanic cult that will stop at nothing to keep him quiet.","Samara Weaving (""Ash vs Evil Dead"") and Bella Thorne (""You Get Me"") star in this horror-comedy from director McG.",tt5524508,7.1,357.5,0.00011032886956656244,415.0
80231373,Ultraman,,"Anime, Anime Action, Anime Series, Series, Japanese Programmes",,,"Years after Ultraman disappeared, Shinjiro learns of his connection to the legendary hero and dons the metallic ultra-suit to fight new aliens.",,tt0471414,6.3,547.0,0.0014485660650268093,201.0
80197526,Sex Education,"Asa Butterfield, Gillian Anderson, Ncuti Gatwa","Series, American Programmes, Teen Programmes, Drama Programmes, Comedy Programmes",,16+ ,Inexperienced Otis channels his sex therapist mom when he teams up with rebellious Maeve to set up an underground sex therapy clinic at school.,,tt6111144,9.3,3.0,0.0026169113169284696,87.0
80221787,Bad Blood,"Anthony LaPaglia, Kim Coates, Enrico Colantoni","Series, TV Programmes based on Books, American Programmes, Crime Programmes, Drama Programmes",,16+ ,"This sprawling crime drama follows the true story of the Rizzuto family and its associates, who presided over organized crime in Montreal for decades.","Kim Coates (“Sons of Anarchy,” “Godless”) and Paul Sorvino (“Goodfellas”) round out the cast of this true crime story.",tt7569294,6.1,590.5,,
80239931,Patriot Act with Hasan Minhaj,Hasan Minhaj,"Series, American Programmes, Comedy Programmes",,16+ ,"Every Sunday, Hasan Minhaj brings an incisive and nuanced perspective to global news, politics and culture in his unique comedy series.","Comedian and former ""Daily Show"" correspondent Hasan Minhaj won a Peabody Award for his Netflix special ""Homecoming King.""",tt8080054,7.5,242.5,0.0017305608516024627,158.0
80177458,Snowpiercer,,"Series, American Programmes, Action & Adventure Programmes, Drama Programmes, Sci-Fi & Fantasy Programmes",,,"In this futuristic thriller, the world has become a frozen wasteland, and the remaining humans inhabit a giant train that perpetually circles the globe.",,tt1706620,7.1,357.5,0.0021867095719234455,104.0
80097355,Brahman Naman,"Shashank Arora, Tanmay Dhanania, Chaitanya Varad","Indian Films, Comedies, Independent Films, Independent Comedies",Qaushiq Mukherjee,16+ ,This homage to 1980s teen sex comedies follows a college quiz bowl champion who knows almost everything -- except how to talk to women.,,tt5240748,5.7,640.5,0.00297490290504701,65.0
80190859,Outlaw King,"Chris Pine, Aaron Taylor-Johnson, Florence Pugh","Hollywood Films, Period Pieces, Action & Adventure, Military Action & Adventure, Adventures, Dramas, Dramas based on real life, Military Dramas, Political Dramas",David Mackenzie,16+ ,"In 14th-century Scotland, Robert the Bruce claims the crown and leads a fierce uprising to win back the country's independence from English rule.","In this historical epic based on real events, Chris Pine reunites with his ""Hell or High Water"" director David Mackenzie.",tt6679794,7.2,327.0,0.0013797419166489797,210.0
80219143,Ladies First,,"Indian Films, Hindi-Language Films, Documentaries, Biographical Documentaries, Sports Documentaries, Social & Cultural Documentaries, Sports Films",Uraaz Bahl,7+ ,"Born amid poverty and limited women's rights in the village of Ratu, India, Deepika Kumari rose to become the No.1 female archer in the world at 18.",,tt6896078,7.2,327.0,3.644544301526554e-05,2259.0
80242491,The Stranded,,"Series, Thai TV Programmes, Asian Programmes, Drama Programmes, Sci-Fi & Fantasy Programmes",,,"When a tsunami strands dozens of teens on an island at their private school, they soon realize no rescuers are coming and they must save themselves.",,tt0697789,7.5,242.5,,
80197462,Daybreak,,"Series, American Programmes, Drama Programmes, Horror Programmes, Sci-Fi & Fantasy Programmes, Comedy Programmes",,,"Navigating a post-apocalyptic world full of zombies and Mad Max-style gangs, a teenage outcast searches for his lost love in this humorous drama series.",,tt7529124,8.6,36.0,0.0017563951794268447,151.0
80999643,Bad Seeds,"Kheiron, Catherine Deneuve, André Dussollier","International Films, French Films, Comedies, Dramas",Kheiron,16+ ,"Troubled by his past, a scam artist who runs a petty racket with his adoptive mom finds redemption while mentoring a group of difficult students.",,tt4979222,3.3,737.0,,
80133042,El Chapo,"Marco de la O, Humberto Busto, Alejandro Aguilar","Series, American Programmes, Crime Programmes, Action & Adventure Programmes, Drama Programmes",,16+ ,"This drama series chronicles the true story of the rise, capture and escape of notorious Mexican drug lord Joaquín ""El Chapo"" Guzmán.",,tt8682088,6.3,547.0,0.0035688903738773305,29.0
80177803,Drug Lords,,"Series, Documentary Programmes, American Programmes, Crime Programmes, Crime Documentaries, Documentaries",,16+ ,"Witness the stories of history's most notorious kingpins, their terrifying enforcers, and the men and women who've sworn to bring them down.",,tt7935522,6.8,429.0,0.0019049042517207567,133.0
70264888,Black Mirror,"Jesse Plemons, Cristin Milioti, Jimmi Simpson","Series, Award-winning TV Programmes, British Programmes, Drama Programmes, Sci-Fi & Fantasy Programmes, Cyberpunk",,16+ ,"This sci-fi anthology series explores a twisted, high-tech near-future where humanity's greatest innovations and darkest instincts collide.","This cult-favorite series has won six Emmys, including two for Outstanding TV Movie (""USS Callister"" and ""San Junipero"").",tt7740616,6.8,429.0,0.004132382747432355,22.0
80177416,Unsolved,"Josh Duhamel, Jimmi Simpson, Bokeem Woodbine","Series, TV Programmes based on Books, American Programmes, Crime Programmes, Drama Programmes",,16+ ,Ride along for a dramatized version of the real-life investigations into the murders of rap icons Tupac Shakur and Biggie Smalls.,,tt6233618,8.0,139.0,0.0005395655794621597,238.0
80025678,The Crown,"Claire Foy, John Lithgow, Matt Smith","Period Pieces, Series, Award-winning TV Programmes, British Programmes, Drama Programmes",,16+ ,This drama follows the political rivalries and romance of Queen Elizabeth II's reign and the events that shaped the second half of the 20th century.,"Named Best Drama at the Golden Globes, this acclaimed series netted Emmy Awards for stars Claire Foy and John Lithgow.",tt7651528,8.2,98.5,0.000451062433108867,255.0
81007175,Wolf,"Ahu Türkpençe, Serkan Çayoğlu, Murat Arkin","Series, Turkish Programmes, Action & Adventure Programmes, Drama Programmes",,16+ ,"Tasked with risky operations across Turkey, members of a special-operations police unit confront danger and tragedy both on the field and at home.",,tt6436666,3.9,727.5,,
80238565,Derry Girls,,"Series, American Programmes, Teen Programmes, Comedy Programmes",,16+ ,"Amidst the political conflict of Northern Ireland in the 1990s, five high school students square off with the universal challenges of being a teenager.",,tt7120662,8.2,98.5,,
80230507,Angela's Christmas,"Lucy O'Connell, Ruth Negga, Brendan Mullins","Hollywood Films, Animation, Children & Family Films, Films based on children's books",Damien O’Connor,All ,A trip to church with her family on Christmas Eve gives young Angela an extraordinary idea. A heartwarming tale based on a story by Frank McCourt.,"McCourt is best known for his Pulitzer Prize-winning memoir ""Angela's Ashes,"" which was made into an Oscar-nominated film.",tt7829544,8.9,21.5,,
81029150,Bulbul,,"Hindi-Language Films, Horror Films",,,"A man returns home after years to find his brother’s child bride now grown up and abandoned, and his ancestral village plagued by mysterious deaths.",,tt8002840,5.5,659.5,,
80244709,Ali's Wedding,"Osamah Sami, Don Hany, Helana Sawires","Critically-acclaimed Films, Award-winning Films, Comedies, Romantic Comedies, Independent Films, Independent Comedies, Romantic Independent Films, Romantic Films, Romantic Favourites",Jeffrey Walker,16+ ,"After telling a white lie that spins out of control, the son of an Iraqi-born cleric in Melbourne becomes torn between family duty and his own heart.",,tt2782692,6.9,409.0,0.00296092705526055,66.0
80187030,The Innocent Man,John Grisham,"Series, TV Programmes based on Books, Documentary Programmes, American Programmes, Crime Programmes, Crime Documentaries, Documentaries, True Crime Documentaries, Social & Cultural Documentaries",,16+ ,"This documentary adaptation of John Grisham's only nonfiction book raises troubling questions about two murder cases in Ada, Oklahoma, in the 1980s.",,tt0993808,7.8,180.0,,
80233221,Followers,,"Series, Japanese Programmes, Asian Programmes, Drama Programmes",,,"After an aspiring actress hits it big thanks to a candid Instagram, her life intersects with many other Tokyo women as they follow their dreams.",,tt6251666,3.8,731.0,,
80115464,Russell Peters: Almost Famous,Russell Peters,"Stand-up & Chat Shows, Comedies, Dark Comedies, Stand-up Comedy",Dave Higby,16+ ,"The comic comes home to Toronto to sound off on cultural quirks, kids' furniture and bathroom visits, reveling in all things ridiculously human.",,tt5946232,6.4,521.0,0.0002637026681295342,300.0
70280748,Russell Peters: Notorious,Russell Peters,"Stand-up & Chat Shows, Comedies, Stand-up Comedy",Dave Higby,16+ ,"Global comedy star Russell Peters leaves no ethnic or cultural stereotype unsatirized in this outrageous standup appearance in Sydney, Australia.",Forbes magazine ranked Russell Peters as the third-highest-grossing comedian in the United States in 2013.,tt3295244,7.1,357.5,0.00017451016595984996,354.0
80157073,The Good Cop,"Tony Danza, Josh Groban, Monica Barbaro","Series, American Programmes, Crime Programmes, Drama Programmes, Comedy Programmes",,13+ ,"When he's not solving murders, a pathologically honest detective tries to keep an eye on his crooked but kindhearted dad.","Creator Andy Breckman, the man behind the series ""Monk,"" returns with a new comedy-mystery set in New York.",tt7183074,7.0,388.0,0.0018718337498567872,138.0
80133552,Vir Das: Abroad Understanding,Vir Das,"Stand-up & Chat Shows, Comedies, Stand-up Comedy",Marcus Raboy,16+ ,"Comedian Vir Das tackles nationalism, globalism, good food and bad politics in two cleverly crosscut performances in New York and New Delhi.",,tt6822400,6.6,478.0,0.0017744677797481329,150.0
81005492,Wonderland,,Dramas,,,"Just out of prison and investigating a twisted murder, Spenser is sucked back into Boston’s underbelly. Based on the popular books; Mark Wahlberg stars.",,tt6069962,9.0,14.0,0.0020684789072569153,113.0
81003741,The American Meme,"Paris Hilton, Josh Ostrovsky, Brittany Furlan","Documentaries, Social & Cultural Documentaries",Bert Marcus,16+ ,"Social media stars Paris Hilton, Josh Ostrovsky, Brittany Furlan and Kirill Bichutsky hustle to build online empires -- and face the pitfalls of fame.",,tt8106160,8.3,78.0,,
80135164,1922,"Thomas Jane, Molly Parker, Dylan Schmid","Hollywood Films, Critically-acclaimed Films, Crime Films, Crime Dramas, Dramas, Dramas based on a book, Thrillers, Mind Game Thrillers, Crime Thrillers, Psychological Thrillers",Zak Hilditch,16+ ,"A farmer pens a confession admitting to his wife's murder, but her death is just the beginning of a macabre tale. Based on Stephen King's novella.","""1922"" is based on a novella by Stephen King that appears in his horror anthology ""Full Dark, No Stars.""",tt6214928,6.3,547.0,9.087282502727705e-05,471.0
80217312,The Ritual,"Rafe Spall, Arsher Ali, Robert James-Collier","British Films, Thrillers, Supernatural Thrillers, Horror Films, Supernatural Horror Films",David Bruckner,16+ ,"Four friends with a long-standing -- but strained -- connection take a hiking trip into the Swedish wilderness, from which they may never return.","Andy Serkis (""Lord of the Rings"") serves as a producer of this spooky thriller starring Rafe Spall (""The Big Short"").",tt7756596,8.2,98.5,0.00014696273122253754,374.0
80198661,The Open House,"Dylan Minnette, Piercey Dalton, Patricia Bethune","Hollywood Films, Thrillers, Mind Game Thrillers, Psychological Thrillers, Horror Films","Matt Angel, Suzanne Coote",16+ ,"Following a tragedy, a mother and her teen son move to a relative's vacant vacation home, where eerie and unexplained forces conspire against them.",,tt7608028,3.3,737.0,0.00018500880970360797,344.0
80038162,Hot Girls Wanted,,"Critically-acclaimed Films, Documentaries, Critically-acclaimed Documentaries, Biographical Documentaries","Jill Bauer, Ronna Gradus",16+ ,"This 2015 Sundance Film Festival breakout documentary from producer Rashida Jones spotlights the ""amateur"" porn industry and the women it exploits.","Producers Jill Bauer, Ronna Gradus and Rashida Jones are Emmy nominees for Exceptional Merit in Documentary Filmmaking.",tt4382552,6.1,590.5,8.56530635984525e-05,487.0
80103417,You Me Her,"Greg Poehler, Rachel Blanchard, Priscilla Faia","Series, American Programmes, Comedy Programmes",,16+ ,"To spice up their sex life, yuppie husband and wife Jack and Emma hire an escort. But things take an unexpected turn when romantic feelings surface.",,tt5179408,7.1,357.5,0.00010912639889963088,417.0
80161216,Cargo,"Martin Freeman, Anthony Hayes, Susie Porter","Critically-acclaimed Films, Horror Films","Yolanda Ramke, Ben Howling",16+ ,"Amid a terrifying pandemic, a father searches the wilds of Australia for someone willing to protect and care for his infant daughter.",,tt6581144,7.2,327.0,0.0002154083041725734,322.0
80155477,You Get Me,"Bella Thorne, Halston Sage, Taylor John Smith","Hollywood Films, Teen Films, Dramas, Thrillers, Mind Game Thrillers",Brent Bonacorso,16+ ,"After a one-night stand, Holly develops a dangerous obsession with Tyler and transfers to his high school, desperate to keep their ""romance"" alive.",,tt7226620,8.1,120.0,0.0002028145858647022,333.0
80096955,Clinical,"Vinessa Shaw, Kevin Rahm, William Atherton","Hollywood Films, Thrillers, Mind Game Thrillers, Psychological Thrillers, Horror Films",Alistair Legrand,16+ ,A psychiatrist is plagued by flashbacks to a terrifying attack as she treats a new patient who was horribly disfigured in an accident.,,tt5577742,5.1,686.5,9.151287066739666e-05,468.0
81018377,Rajma Chawal,"Rishi Kapoor, Anirudh Tanwar, Amyra Dastur","Indian Films, Hindi-Language Films, Romantic Indian Films, Bollywood Films, Comedies, Romantic Comedies, Dramas, Romantic Dramas, Romantic Films",Leena Yadav,16+ ,"Hoping to revive his relationship with his resentful millennial son, an internet-rookie widower assumes the online persona of a young woman.",,tt6747420,7.1,357.5,,
80211563,Tales of the City,,"Series, American Programmes, Drama Programmes",,,Middle-aged Mary Ann returns to San Francisco and the eccentric friends she left behind. Based on Armistead Maupin's books and starring Laura Linney.,,tt0106148,8.7,28.5,0.0012073094343123777,217.0
80126024,Star Trek: Discovery,"Sonequa Martin-Green, Doug Jones, Shazad Latif","Series, Award-winning TV Programmes, American Programmes, Action & Adventure Programmes, Sci-Fi & Fantasy Programmes",,16+ ,"After a century of silence, war erupts between the Federation and Klingon Empire, with a disgraced Starfleet officer at the center of the conflict.","The writing-and-producing staff of ""Discovery"" includes Rod Roddenberry, son of ""Star Trek"" creator Gene Roddenberry.",tt5171438,7.4,267.0,0.00021990168025860758,317.0
80097140,Altered Carbon,"Joel Kinnaman, James Purefoy, Martha Higareda","Series, TV Programmes based on Books, American Programmes, Crime Programmes, Action & Adventure Programmes, Drama Programmes, Sci-Fi & Fantasy Programmes, Cyberpunk",,16+ ,"After 250 years on ice, a prisoner returns to life in a new body with one chance to win his freedom: by solving a mind-bending murder.",This series based on Richard K. Morgan’s cyberpunk novel scored an Emmy nod for Outstanding Special Visual Effects.,tt2261227,8.2,98.5,0.0009649430962461717,230.0
80184682,The New Legends of Monkey,"Chai Hansen, Luciane Buchanan, Josh Thomson","Series, Australian TV Programmes, TV Programmes based on Books, Kids’ Programmes, Action & Adventure Programmes, Sci-Fi & Fantasy Programmes, Superheroes",,7+ ,A valiant girl liberates the Monkey King -- a god long trapped in stone -- in a quest to find seven sacred scrolls and save the world from evil.,,tt6807662,6.6,478.0,0.001914267573016119,130.0
80154610,The Rain,"Alba August, Lucas Lynggaard Tønnesen, Mikkel Boe Følsgaard","Series, Danish TV Programmes, Teen Programmes, Drama Programmes, Sci-Fi & Fantasy Programmes",,16+ ,"Six years after a brutal virus wipes out most of Scandinavia's population, two siblings join a band of young survivors seeking safety -- and answers.",,tt6656238,6.3,547.0,0.0022383389959931108,99.0
80236421,Extinction,"Michael Peña, Lizzy Caplan, Israel Broussard","Hollywood Films, Action & Adventure, Action Thrillers, Dramas, Sci-Fi Thrillers, Sci-Fi & Fantasy, Action Sci-Fi & Fantasy",Ben Young,16+ ,"Plagued by dreams of an alien invasion, a family man faces his worst nightmare when an extraterrestrial force begins exterminating Earth's inhabitants.",,tt7054538,4.6,708.5,0.00029570195897130443,290.0
80057281,Stranger Things,"Winona Ryder, David Harbour, Finn Wolfhard","Series, Award-winning TV Programmes, American Programmes, Teen Programmes, Sci-Fi & Fantasy Programmes",,16+ ,"When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces and one strange little girl.","This nostalgic nod to '80s sci-fi and horror classics has earned 31 Emmy nominations, including two for Outstanding Drama.",tt7607810,7.1,357.5,0.028751059810403528,4.0
80134431,The Cloverfield Paradox,"Gugu Mbatha-Raw, David Oyelowo, Daniel Brühl","Hollywood Films, Action & Adventure, Action Thrillers, Sci-Fi Thrillers, Sci-Fi & Fantasy, Action Sci-Fi & Fantasy",Julius Onah,16+ ,"Orbiting above a planet on the brink of war, scientists test a device to solve an energy crisis and end up face-to-face with a dark alternate reality.","The third film in producer J.J. Abrams’ sci-fi horror franchise, including “Cloverfield” and “10 Cloverfield Lane.”",tt7968472,6.9,409.0,0.00019061899994062977,341.0
80119234,Bright,"Will Smith, Joel Edgerton, Noomi Rapace","Hollywood Films, Crime Films, Action & Adventure, Action Thrillers, Crime Action & Adventure, Sci-Fi & Fantasy, Blockbuster Sci-Fi & Fantasy, Action Sci-Fi & Fantasy, Fantasy",David Ayer,16+ ,"In an LA rife with interspecies tensions, a human cop and his orc partner stumble on a powerful object and become embroiled in a prophesied turf war.","Will Smith and Joel Edgerton star in this high-octane action fantasy from ""Suicide Squad"" director David Ayer.",tt8135640,7.2,327.0,0.00011933910703347226,394.0
80105699,Travelers,"Eric McCormack, MacKenzie Porter, Nesta Cooper","Series, Canadian TV Programmes, Crime Programmes, Drama Programmes, Sci-Fi & Fantasy Programmes",,16+ ,"A federal agent tracks four people who suddenly seem to possess entirely new personalities, leading to a startling discovery about humanity's future.","""Travelers"" creator and executive producer Brad Wright also created ""Stargate Atlantis"" and ""Stargate Universe.""",tt6409908,4.3,718.5,0.00048404831232197844,247.0
80211634,Baby,"Benedetta Porcaroli, Alice Pagani, Riccardo Mandolini","Series, Italian TV Programmes, Teen Programmes, Drama Programmes",,16+ ,"Fed up with their families and classmates, two teen girls from a wealthy part of Rome are drawn to the city's underworld and start leading double lives.",,tt7485660,8.6,36.0,0.0011087173420178968,225.0
80216124,The Fix,,"Series, American Programmes, Comedy Programmes",,16+ ,"Comedians Jimmy Carr, D.L. Hughley and Katherine Ryan tackle the world's woes with help from a rotating crew of funny guests and an actual expert.",,tt7726740,7.3,298.5,0.003553457850442204,30.0
80203920,Nowhere Man,,"Series, Chinese  Programmes, Taiwanese TV Programmes, Asian Programmes, Drama Programmes",,,"A strange encounter causes a man awaiting execution to experience alternate timelines, leading to his escape from prison to protect his family.",,tt6143716,8.2,98.5,0.0034479816184258784,33.0
80996791,13 Reasons Why: Beyond the Reasons,"Dylan Minnette, Katherine Langford, Kate Walsh","Series, Documentary Programmes, American Programmes, Crime Programmes, Crime Documentaries, Documentaries",,16+ ,"Cast members, writers, producers and mental health professionals discuss some of the difficult issues and themes explored in ""13 Reasons Why.""",,tt8615966,7.1,357.5,0.0015824937088355802,182.0
80175722,The End of the F***ing World,"Jessica Barden, Alex Lawther, Steve Oram","Series, TV Programmes based on Books, Teen Programmes, British Programmes, Drama Programmes, Comedy Programmes",,16+ ,A budding teen psychopath and a rebel hungry for adventure embark on a star-crossed road trip in this darkly comic series based on a graphic novel.,"Starring Alex Lawther (""Black Mirror"") and Jessica Barden (""Penny Dreadful""). Based on Charles Forsman's graphic novel.",tt6257970,8.2,98.5,0.005040075154809938,13.0
70242311,Orange Is the New Black,"Taylor Schilling, Kate Mulgrew, Laura Prepon","Series, Award-winning TV Programmes, TV Programmes based on Books, American Programmes, Drama Programmes, Comedy Programmes",,16+ ,"A privileged New Yorker ends up in a women's prison when a past crime catches up with her in this Emmy-winning series from the creator of ""Weeds.""",Uzo Aduba made history by winning Emmys in both drama (2015) and comedy (2014) categories for her role as Crazy Eyes.,tt3649936,8.0,139.0,0.0022304947126116576,101.0
80179905,Insatiable,"Dallas Roberts, Debby Ryan, Alyssa Milano","Series, American Programmes, Teen Programmes, Drama Programmes, Comedy Programmes",,16+ ,"A bullied teenager turns to beauty pageants as a way to exact her revenge, with the help of a disgraced coach who soon realizes he's in over his head.",Debby Ryan takes a dark turn as a vengeful teenager in this comedy also starring Alyssa Milano.,tt6487482,6.7,454.0,0.0005575984191574107,237.0
